stid,region,admin,year,quarter,temp_b_adj,salinity_b_adj,pH_b_adj,DO_b_adj,COD_b_adj,NH3-N_b_adj,NO2-_b_adj,NO3-_b_adj,DIN_b_adj,TN_b_adj,DIP_b_adj,TP_b_adj,SAS_b_adj,SS_b_adj,Chla_b_adj,time_num
CJ2604,Jeju,Gujwa,2015,2,-1.710,-0.139,0.018,-0.191,-0.218,4.803,-3.416,-34.043,-32.663,10.223,-4.386,-1.536,50.041,-4.834,1.777,2015.250
CJ2604,Jeju,Gujwa,2015,3,2.976,-0.575,-0.024,-0.745,-0.105,19.200,-1.843,-13.864,3.493,-4.346,-4.676,-5.858,-18.040,-4.770,0.712,2015.500
CJ2604,Jeju,Gujwa,2015,4,0.785,-0.790,-0.019,-0.955,-0.236,25.754,-1.647,3.095,27.300,71.721,-2.332,-4.357,24.178,-8.677,0.158,2015.750
CJ2604,Jeju,Gujwa,2016,1,-4.950,0.811,0.050,0.782,-0.659,-6.130,-1.762,20.731,12.829,110.592,0.745,-0.055,-34.151,-4.005,-0.339,2016.000
CJ2604,Jeju,Gujwa,2016,2,-2.614,0.915,0.016,1.335,-0.245,-3.500,-2.343,-34.564,-40.307,-5.846,-6.176,-0.758,-3.940,-5.870,0.372,2016.250
CJ2604,Jeju,Gujwa,2016,3,2.522,-2.079,-0.010,-0.857,-0.247,10.662,-2.654,8.713,16.714,28.656,-3.443,0.344,17.114,-4.691,-0.031,2016.500
CJ2604,Jeju,Gujwa,2016,4,1.360,0.451,0.040,-0.848,-0.859,9.670,0.538,33.031,43.229,5.192,1.945,-0.655,28.949,-5.505,0.841,2016.750
CJ2604,Jeju,Gujwa,2017,1,-4.210,1.161,-0.040,1.182,-0.589,-5.190,-1.182,25.291,18.909,-2.758,2.855,-0.655,9.049,-5.205,-0.589,2017.000
CJ2604,Jeju,Gujwa,2017,2,-3.028,0.301,0.020,1.153,-0.337,-8.668,-0.854,-11.507,-21.036,-42.244,-2.453,-2.656,-55.956,-7.841,-0.611,2017.250
CJ2604,Jeju,Gujwa,2017,3,8.403,-2.795,0.086,-1.436,0.193,-7.832,5.429,-24.366,-26.773,-34.931,8.252,1.633,-68.014,-7.584,-0.607,2017.500
CJ2604,Jeju,Gujwa,2017,4,1.945,0.240,-0.049,0.375,-0.116,-4.966,-1.757,-1.935,-8.670,-42.939,5.068,-0.497,28.478,-8.277,-0.362,2017.750
CJ2604,Jeju,Gujwa,2018,1,-5.052,1.113,0.167,0.827,-0.362,-4.278,30.950,21.256,47.935,-41.001,10.409,6.583,25.001,-3.652,-0.380,2018.000
CJ2604,Jeju,Gujwa,2018,2,-2.179,0.906,0.155,0.403,-0.128,0.276,-0.068,-9.138,-8.939,-13.646,0.421,6.524,-26.668,1.002,-0.015,2018.250
CJ2604,Jeju,Gujwa,2018,3,1.773,-0.595,0.076,-1.296,0.573,-4.282,-0.151,-1.946,-6.383,3.139,-2.788,0.443,-13.054,-5.724,-0.717,2018.500
CJ2604,Jeju,Gujwa,2018,4,0.890,0.281,-0.420,0.492,-0.479,2.030,3.018,14.791,19.829,-15.018,3.565,1.645,-39.391,-3.225,-0.459,2018.750
CJ2604,Jeju,Gujwa,2019,1,-3.907,1.015,-0.004,1.194,0.483,-0.652,-0.851,14.694,13.177,-25.071,3.042,1.713,-15.624,-4.984,-0.527,2019.000
CJ2604,Jeju,Gujwa,2019,2,-1.878,0.921,0.050,3.293,-0.107,-6.268,-1.404,-26.087,-33.756,-32.014,-2.453,0.304,-35.126,3.409,-0.621,2019.250
CJ2604,Jeju,Gujwa,2019,3,7.792,-1.939,0.000,-1.107,0.873,-5.308,-1.524,-39.927,-46.766,-50.424,-3.293,-1.406,50.084,0.909,-0.521,2019.500
CJ2604,Jeju,Gujwa,2019,4,1.767,0.270,-0.018,-0.184,0.265,1.046,0.060,-1.003,0.105,-15.284,-1.450,-4.289,-15.997,-8.462,0.776,2019.750
CJ2604,Jeju,Gujwa,2020,1,-3.287,1.115,0.086,0.554,0.893,-6.032,0.479,26.634,21.077,-35.981,3.472,-0.027,22.056,12.566,-0.257,2020.000
CJ2604,Jeju,Gujwa,2020,2,-2.714,0.195,0.186,0.215,0.595,-8.880,-0.993,-22.564,-32.437,-22.246,-3.666,-1.048,-51.260,-6.420,-0.238,2020.250
CJ2604,Jeju,Gujwa,2020,3,5.471,-0.754,0.215,-1.277,0.932,-5.224,-2.968,-30.668,-38.869,-28.376,-6.889,-4.946,-18.608,-3.398,-0.445,2020.500
CJ2604,Jeju,Gujwa,2020,4,-0.365,-0.910,0.161,0.265,0.644,-3.286,-1.547,-22.325,-27.160,-8.679,3.268,-2.897,-68.602,-1.027,0.708,2020.750
CJ2604,Jeju,Gujwa,2021,1,-3.852,1.263,0.077,0.297,-0.382,-4.608,-0.600,2.036,-3.175,-57.211,1.229,-0.337,67.031,9.398,0.610,2021.000
CJ2604,Jeju,Gujwa,2021,2,-0.894,0.995,0.056,0.405,-0.345,10.000,-2.643,-34.664,-27.307,-19.346,-6.076,-2.758,-77.940,25.630,0.972,2021.250
CJ2604,Jeju,Gujwa,2021,3,2.866,-0.655,-0.044,0.295,1.105,-4.700,1.057,25.936,22.293,13.154,0.364,5.552,-17.910,12.930,0.282,2021.500
CJ2604,Jeju,Gujwa,2021,4,-0.715,0.313,-0.086,0.170,-0.831,5.397,0.825,19.755,25.966,34.598,3.696,9.052,13.379,10.777,-0.165,2021.750
CJ2604,Jeju,Gujwa,2022,1,-5.248,0.881,0.020,0.363,0.913,-4.638,-0.454,-12.687,-17.786,-8.244,6.057,4.844,32.714,-5.291,-0.331,2022.000
CJ2604,Jeju,Gujwa,2022,2,0.235,0.567,-0.026,0.659,1.458,-6.360,-1.780,-13.474,-21.535,9.530,-5.434,-1.253,-30.761,0.760,1.030,2022.250
CJ2604,Jeju,Gujwa,2022,3,9.239,-3.504,0.015,-2.048,0.471,10.124,-2.266,-23.910,-16.164,-16.041,-4.111,-6.655,-9.033,-4.312,-0.254,2022.500
CJ2604,Jeju,Gujwa,2022,4,0.356,0.465,-0.394,-1.095,0.515,-3.100,0.757,29.436,27.093,25.654,4.524,5.442,63.360,-1.470,-0.238,2022.750
CJ2604,Jeju,Gujwa,2023,1,-4.844,1.105,0.016,0.425,0.415,-4.750,0.667,47.586,43.503,16.794,6.534,5.432,67.240,9.730,-0.728,2023.000
CJ2604,Jeju,Gujwa,2023,2,-1.342,0.685,0.017,1.446,0.536,-3.878,-2.956,-31.502,-38.332,-60.631,-4.134,-0.499,-16.555,-3.405,0.610,2023.250
CJ2604,Jeju,Gujwa,2023,3,7.717,-1.570,-0.258,-1.674,0.115,-4.504,-2.700,-27.643,-34.845,-25.944,-5.950,-1.599,-69.007,-4.062,-0.284,2023.500
CJ2604,Jeju,Gujwa,2023,4,0.428,-0.009,-0.111,-0.969,-0.420,2.198,4.291,27.989,34.463,-22.383,3.703,1.896,48.265,-0.519,-0.138,2023.750
CJ2604,Jeju,Gujwa,2024,1,-4.000,0.981,-0.012,0.479,-0.608,1.113,0.694,68.487,70.297,-2.927,6.464,2.984,85.591,3.366,0.757,2024.000
CJ2604,Jeju,Gujwa,2024,2,-0.951,0.666,0.005,0.022,-0.259,1.574,-1.716,-6.180,-6.324,-9.961,-2.151,5.785,-12.153,7.888,-0.134,2024.250
CJ2604,Jeju,Gujwa,2024,3,7.669,-3.240,0.025,-3.117,-0.176,14.181,-2.414,7.688,19.454,-4.623,-5.247,-4.468,-44.386,-5.591,-0.259,2024.500
CJ2604,Jeju,Gujwa,2024,4,1.816,0.575,-0.014,0.535,-0.525,-3.220,1.577,8.096,6.443,-39.246,1.424,-2.478,-18.500,0.430,-0.438,2024.750
CJ2607,Jeju,Sungsanpo,2014,1,-3.175,0.722,0.035,0.399,-0.914,-4.196,-1.621,-10.118,-15.925,71.220,3.758,0.399,19.545,-2.421,-0.172,2014.000
CJ2607,Jeju,Sungsanpo,2014,2,-1.364,0.641,-0.047,0.142,-0.714,9.488,-0.401,-16.528,-7.438,19.862,-1.373,-5.255,-8.134,-3.652,0.287,2014.250
CJ2607,Jeju,Sungsanpo,2014,3,3.349,-0.933,0.000,-0.704,-0.300,-6.771,-2.683,-14.444,-23.797,86.996,-3.863,-7.077,66.297,-0.913,1.201,2014.500
CJ2607,Jeju,Sungsanpo,2014,4,-0.774,-0.939,-0.037,0.332,-0.224,-4.112,1.799,4.772,2.362,75.562,-3.473,-3.455,27.066,-4.352,-0.053,2014.750
CJ2607,Jeju,Sungsanpo,2015,1,-3.896,0.729,0.015,0.489,-0.861,5.926,1.030,32.135,38.998,57.723,2.688,-0.667,31.440,-4.606,0.271,2015.000
CJ2607,Jeju,Sungsanpo,2015,2,-1.897,-0.075,-0.015,-0.549,-0.210,-3.528,-1.208,-12.742,-17.474,42.888,-2.057,-2.066,74.013,-5.947,0.283,2015.250
CJ2607,Jeju,Sungsanpo,2015,3,1.779,-0.473,-0.070,-1.164,-0.300,29.029,1.517,24.956,55.503,67.296,2.137,-1.577,30.397,-6.413,0.231,2015.500
CJ2607,Jeju,Sungsanpo,2015,4,1.256,-0.499,-0.047,-1.118,0.016,-1.712,0.999,9.772,9.062,109.462,-0.173,0.245,68.766,-6.352,-0.143,2015.750
CJ2607,Jeju,Sungsanpo,2016,1,-4.277,0.873,0.067,0.579,-0.225,1.770,-0.466,31.141,32.444,94.531,2.947,-3.399,39.429,-5.975,-0.525,2016.000
CJ2607,Jeju,Sungsanpo,2016,2,-2.311,0.647,-0.020,1.406,-0.440,22.929,-1.183,-28.344,-6.597,-67.704,-5.563,-1.977,11.597,-3.713,1.191,2016.250
CJ2607,Jeju,Sungsanpo,2016,3,2.787,-1.916,0.042,-0.928,-0.197,6.066,-1.152,15.819,20.739,51.358,-1.703,2.911,43.371,-2.967,0.085,2016.500
CJ2607,Jeju,Sungsanpo,2016,4,1.889,0.517,0.030,-0.774,-0.450,-1.171,-0.483,-4.544,-6.197,-21.504,-1.563,-1.377,-44.203,-5.713,0.621,2016.750
CJ2607,Jeju,Sungsanpo,2017,1,-4.720,0.930,0.009,1.306,-0.292,-3.733,-1.865,12.024,6.430,9.273,1.147,1.869,-7.397,-6.229,-0.581,2017.000
CJ2607,Jeju,Sungsanpo,2017,2,-2.997,0.436,-0.004,0.599,-0.438,-7.602,1.182,-0.732,-7.149,0.327,-0.723,2.767,-29.286,-6.290,-0.627,2017.250
CJ2607,Jeju,Sungsanpo,2017,3,-0.594,0.021,-0.197,-1.618,-0.484,-5.912,2.809,46.362,43.272,0.772,9.627,4.505,130.826,-6.952,-0.613,2017.500
CJ2607,Jeju,Sungsanpo,2017,4,2.720,0.220,-0.021,-0.444,0.358,-4.283,-0.685,0.414,-4.550,-25.837,6.327,0.459,-14.907,-8.479,-0.371,2017.750
CJ2607,Jeju,Sungsanpo,2018,1,-5.090,0.880,0.079,1.146,-0.462,0.237,-0.305,22.104,22.040,4.273,11.777,6.229,33.503,-4.979,-0.341,2018.000
CJ2607,Jeju,Sungsanpo,2018,2,-2.169,0.673,0.128,0.285,1.025,-2.545,-1.577,-32.059,-36.173,-35.711,-5.712,1.785,-113.772,5.956,-0.574,2018.250
CJ2607,Jeju,Sungsanpo,2018,3,0.903,-0.504,0.036,-1.271,0.572,-2.192,0.282,15.288,13.381,64.957,-0.183,5.307,2.574,-3.790,-0.647,2018.500
CJ2607,Jeju,Sungsanpo,2018,4,1.036,0.221,-0.457,-0.618,-0.414,-5.032,3.609,-4.708,-6.128,-41.568,-1.563,-2.255,-57.894,-4.512,-0.513,2018.750
CJ2607,Jeju,Sungsanpo,2019,1,-3.734,0.821,0.033,1.312,1.356,-3.802,0.859,17.402,14.462,-65.638,4.047,-0.115,2.216,-4.552,-0.173,2019.000
CJ2607,Jeju,Sungsanpo,2019,2,-2.044,0.751,-0.017,2.412,-0.244,2.218,0.879,0.292,3.392,-66.038,1.597,0.535,-19.624,1.298,-0.633,2019.250
CJ2607,Jeju,Sungsanpo,2019,3,7.946,-2.239,0.023,-0.668,2.616,-3.972,-1.981,-40.468,-46.408,-36.028,-3.733,-3.095,95.206,-0.302,-0.493,2019.500
CJ2607,Jeju,Sungsanpo,2019,4,2.367,0.044,-0.038,-0.238,-0.157,-0.744,2.168,5.349,6.779,10.938,-0.303,2.311,-16.989,-7.417,0.525,2019.750
CJ2607,Jeju,Sungsanpo,2020,1,-3.474,0.851,0.083,0.492,0.696,-4.112,0.959,30.642,27.492,-42.858,3.367,-0.455,34.276,13.348,-0.153,2020.000
CJ2607,Jeju,Sungsanpo,2020,2,-2.151,-0.098,0.201,0.719,0.770,-1.383,-1.634,-31.028,-34.030,-17.455,-4.478,-1.680,-92.753,-4.898,0.437,2020.250
CJ2607,Jeju,Sungsanpo,2020,3,6.956,-1.359,0.203,-1.028,-0.084,-5.492,-2.461,-32.038,-39.988,19.752,-6.763,-2.065,-54.004,-5.852,-0.023,2020.500
CJ2607,Jeju,Sungsanpo,2020,4,2.081,0.327,0.144,0.206,-0.348,0.456,0.574,-19.993,-18.960,-34.929,1.534,-2.828,-78.684,-5.173,0.612,2020.750
CJ2607,Jeju,Sungsanpo,2021,1,-3.651,1.087,0.080,0.736,-0.260,-7.401,1.217,18.826,12.643,-29.854,0.757,3.383,-46.973,10.737,-0.119,2021.000
CJ2607,Jeju,Sungsanpo,2021,2,-0.954,0.741,0.023,0.172,-0.654,-5.012,-1.201,-16.128,-22.338,-44.138,-3.473,-2.655,-16.734,22.948,0.777,2021.250
CJ2607,Jeju,Sungsanpo,2021,3,3.016,-0.959,-0.027,-0.978,0.386,-2.212,0.699,14.072,12.562,-14.138,-0.973,1.315,-35.054,13.448,0.557,2021.500
CJ2607,Jeju,Sungsanpo,2021,4,0.846,0.391,-0.087,-0.148,-0.154,-0.082,2.499,6.202,8.622,49.782,3.457,5.345,-34.994,14.798,-0.023,2021.750
CJ2607,Jeju,Sungsanpo,2022,1,-4.690,0.690,0.029,0.616,-0.602,-3.693,-0.235,-16.396,-20.320,-28.607,5.907,2.889,11.703,-5.329,-0.281,2022.000
CJ2607,Jeju,Sungsanpo,2022,2,-1.207,0.696,-0.014,0.049,1.732,-7.352,-1.118,-20.112,-28.579,-39.673,-4.783,1.267,-30.366,-0.990,0.463,2022.250
CJ2607,Jeju,Sungsanpo,2022,3,5.421,-2.127,0.018,-1.295,0.875,5.185,-0.987,-19.849,-15.743,-8.811,-4.522,-6.445,31.608,-5.644,-0.064,2022.500
CJ2607,Jeju,Sungsanpo,2022,4,1.223,0.082,-0.014,-0.765,-0.124,2.719,1.858,14.593,19.188,12.878,1.688,2.252,37.324,-3.790,0.040,2022.750
CJ2607,Jeju,Sungsanpo,2023,1,-4.354,0.841,0.173,0.602,0.886,-4.882,1.419,43.612,40.152,-19.128,8.637,5.935,70.256,15.098,-0.573,2023.000
CJ2607,Jeju,Sungsanpo,2023,2,-0.865,0.352,0.335,1.479,0.516,3.924,-1.581,-23.828,-21.485,-44.010,-3.502,-1.971,-27.405,22.929,0.908,2023.250
CJ2607,Jeju,Sungsanpo,2023,3,8.182,-1.474,-0.482,-1.255,-0.018,0.533,-1.318,-34.052,-34.826,-24.795,-6.562,-3.949,-52.727,-4.510,-0.016,2023.500
CJ2607,Jeju,Sungsanpo,2023,4,1.195,0.152,-0.055,-0.731,-0.064,0.494,1.059,-11.108,-9.545,-61.260,-1.482,-2.251,-47.595,1.879,-0.152,2023.750
CJ2607,Jeju,Sungsanpo,2024,1,-3.705,0.550,0.034,0.982,-0.477,-0.231,0.507,39.165,39.459,22.825,2.953,1.621,57.580,5.629,-0.018,2024.000
CJ2607,Jeju,Sungsanpo,2024,2,-1.374,0.668,0.004,0.153,-0.801,-4.029,-1.199,-7.515,-12.755,-3.705,-0.813,11.010,6.440,11.163,-0.191,2024.250
CJ2607,Jeju,Sungsanpo,2024,3,8.029,-3.323,-0.010,-0.914,-0.340,20.739,-2.423,-16.384,1.933,-59.454,-6.313,-6.497,-68.503,2.737,-0.069,2024.500
CJ2607,Jeju,Sungsanpo,2024,4,2.476,0.361,-0.177,0.592,-0.554,-4.532,1.839,8.172,5.492,-39.828,1.287,-1.235,-27.434,0.748,-0.343,2024.750
CJ2614,Jeju,Daejung,2014,1,-3.956,0.661,-0.060,0.630,-0.511,-8.743,0.002,27.135,18.285,51.740,4.421,4.383,45.732,16.343,0.333,2014.000
CJ2614,Jeju,Daejung,2014,2,-2.169,0.627,-0.027,-0.089,-0.936,-6.090,0.376,-6.542,-12.164,64.877,-1.093,-0.288,29.883,1.883,-0.120,2014.250
CJ2614,Jeju,Daejung,2014,3,3.312,-0.496,0.002,-0.609,-0.444,-5.766,-1.911,-1.953,-9.540,13.608,-2.936,-5.253,40.758,-2.687,-0.474,2014.500
CJ2614,Jeju,Daejung,2014,4,0.181,0.417,-0.037,-0.139,0.024,-3.890,1.176,-5.042,-7.864,-2.223,-2.393,-3.288,-42.517,-1.517,-0.130,2014.750
CJ2614,Jeju,Daejung,2015,1,-4.906,0.431,0.040,0.080,-0.681,-5.543,-0.098,47.135,41.485,37.140,3.421,5.383,86.632,-5.457,0.193,2015.000
CJ2614,Jeju,Daejung,2015,2,-2.417,-0.259,0.051,-0.369,-0.404,6.961,-1.537,-14.377,-8.962,1.198,-3.899,-4.242,91.550,-7.878,1.120,2015.250
CJ2614,Jeju,Daejung,2015,3,4.561,-1.203,-0.047,-1.379,-0.336,-4.590,-0.924,43.958,38.336,46.777,-1.893,-2.388,71.683,-10.217,-0.350,2015.500
CJ2614,Jeju,Daejung,2015,4,2.372,-0.186,-0.028,-0.909,-0.404,9.134,0.389,-4.453,5.160,73.108,-2.036,-6.053,-62.342,-9.287,-0.084,2015.750
CJ2614,Jeju,Daejung,2016,1,-5.190,0.891,0.094,0.872,0.471,6.087,1.163,23.670,30.911,106.145,10.450,2.977,-2.391,-5.747,-0.597,2016.000
CJ2614,Jeju,Daejung,2016,2,-2.366,0.611,0.040,0.210,-0.651,14.957,0.402,6.935,22.285,9.240,-3.379,-4.117,15.332,-2.757,-0.147,2016.250
CJ2614,Jeju,Daejung,2016,3,3.704,-2.759,0.090,-0.590,-0.581,-2.143,-1.598,23.535,19.785,12.540,-1.379,-1.417,40.632,-5.157,-0.007,2016.500
CJ2614,Jeju,Daejung,2016,4,2.532,0.474,0.102,-0.439,-0.494,-0.866,-0.611,-18.753,-20.140,-33.292,-4.036,-4.453,-75.142,-8.487,0.646,2016.750
CJ2614,Jeju,Daejung,2017,1,-3.255,0.857,-0.031,0.520,0.051,14.330,1.045,5.704,21.069,-6.578,2.428,-0.492,-11.224,-7.326,-0.010,2017.000
CJ2614,Jeju,Daejung,2017,2,-3.139,0.627,0.013,1.261,-0.216,-8.480,1.096,9.318,1.916,-43.623,0.527,0.012,11.523,-8.067,-0.530,2017.250
CJ2614,Jeju,Daejung,2017,3,2.334,-1.049,-0.030,-1.680,0.199,-8.703,-0.878,-13.305,-22.885,-10.530,4.921,0.213,-38.348,-8.157,-0.217,2017.500
CJ2614,Jeju,Daejung,2017,4,3.774,0.361,-0.020,-0.330,1.849,-6.123,-2.068,-41.945,-50.135,-36.180,4.181,-0.287,-96.838,-8.807,0.003,2017.750
CJ2614,Jeju,Daejung,2018,1,-5.018,0.714,0.052,0.831,-0.184,-7.526,1.829,14.017,8.310,-11.952,10.024,9.507,34.138,-7.037,-0.244,2018.000
CJ2614,Jeju,Daejung,2018,2,-2.758,0.434,0.122,0.531,0.506,-5.076,-0.181,8.957,3.690,-24.642,-5.506,1.767,9.548,0.213,0.056,2018.250
CJ2614,Jeju,Daejung,2018,3,-0.595,-0.175,0.024,0.378,-0.163,2.685,-0.867,-11.316,-9.505,21.559,-0.222,0.225,-49.225,-10.939,1.316,2018.500
CJ2614,Jeju,Daejung,2018,4,1.721,0.297,-0.447,-0.019,-0.226,-3.340,4.036,-13.982,-13.304,-40.313,-3.043,0.492,-55.087,-7.827,-0.640,2018.750
CJ2614,Jeju,Daejung,2019,1,-3.426,0.551,-0.040,1.220,1.189,-6.193,0.082,9.395,3.275,-35.420,2.011,2.673,-9.898,-8.707,-0.057,2019.000
CJ2614,Jeju,Daejung,2019,2,-2.919,0.667,0.043,2.881,-0.696,-2.660,0.476,-1.032,-3.224,-7.393,0.307,3.562,-11.717,1.883,-0.700,2019.250
CJ2614,Jeju,Daejung,2019,3,4.514,-1.589,-0.040,-0.550,1.889,-9.483,0.122,-42.295,-51.665,4.700,-1.179,0.003,94.232,-3.107,-0.017,2019.500
CJ2614,Jeju,Daejung,2019,4,3.552,0.384,0.022,-0.259,-0.464,4.134,-1.081,-23.043,-20.000,-21.912,-3.186,-4.283,-74.482,-8.937,-0.044,2019.750
CJ2614,Jeju,Daejung,2020,1,-3.726,0.741,0.120,0.240,-0.671,-8.593,1.452,12.795,5.635,-7.470,1.421,-1.947,-4.718,6.093,-0.067,2020.000
CJ2614,Jeju,Daejung,2020,2,-2.026,0.141,0.210,0.560,0.009,-3.203,-1.408,-33.635,-38.255,-46.580,-5.929,0.743,-53.798,-6.807,2.443,2020.250
CJ2614,Jeju,Daejung,2020,3,5.971,-1.193,0.183,-0.819,0.394,-6.090,-1.834,-24.632,-32.564,-0.143,-6.673,7.932,27.843,-9.317,1.730,2020.500
CJ2614,Jeju,Daejung,2020,4,1.952,0.574,0.152,-2.759,0.046,-3.696,-0.591,-13.423,-17.720,-52.052,2.674,-2.083,-61.882,-6.087,0.426,2020.750
CJ2614,Jeju,Daejung,2021,1,-3.697,0.948,-0.029,1.041,-0.624,91.358,1.696,2.290,95.335,270.577,2.138,-1.161,-34.708,22.481,-0.016,2021.000
CJ2614,Jeju,Daejung,2021,2,-1.348,0.664,-0.038,0.751,-0.364,-8.666,0.189,-0.453,-8.840,5.708,-1.836,2.247,25.058,13.413,-0.444,2021.250
CJ2614,Jeju,Daejung,2021,3,2.742,-1.416,-0.048,1.091,0.296,-3.266,0.689,35.047,32.460,21.538,1.254,3.007,53.038,31.263,-0.494,2021.500
CJ2614,Jeju,Daejung,2021,4,0.884,0.441,-0.080,0.150,-0.811,4.847,0.432,17.805,23.065,-54.760,3.841,0.933,-14.518,9.493,0.483,2021.750
CJ2614,Jeju,Daejung,2022,1,-5.066,0.571,0.000,0.380,1.329,-8.743,0.102,-15.065,-23.615,7.940,5.021,5.483,21.232,-4.457,0.043,2022.000
CJ2614,Jeju,Daejung,2022,2,-2.212,0.654,-0.025,-0.247,1.809,14.264,-0.850,6.681,20.086,-72.186,-0.708,-3.358,45.634,-0.877,-0.734,2022.250
CJ2614,Jeju,Daejung,2022,3,5.358,-2.266,0.015,-0.967,-0.301,1.364,0.050,-3.019,-1.514,27.114,-2.108,-3.658,46.134,46.523,-0.504,2022.500
CJ2614,Jeju,Daejung,2022,4,1.575,0.501,-0.073,-0.656,0.294,-1.182,-0.276,-18.596,-20.063,-49.049,-0.722,-1.329,-54.014,-3.538,-0.607,2022.750
CJ2614,Jeju,Daejung,2023,1,-4.619,0.737,0.193,0.741,-0.236,0.230,3.076,25.468,28.766,-13.403,6.417,4.332,42.803,10.383,-0.610,2023.000
CJ2614,Jeju,Daejung,2023,2,-1.770,0.601,0.024,0.582,0.391,-5.243,-0.617,11.380,5.511,-28.785,1.970,1.107,71.909,17.803,-0.157,2023.250
CJ2614,Jeju,Daejung,2023,3,8.862,-1.646,-0.448,-1.779,0.096,-4.896,-1.001,-28.023,-33.930,-47.052,-6.156,-2.823,-55.382,-8.537,-0.264,2023.500
CJ2614,Jeju,Daejung,2023,4,2.031,0.567,-0.007,-0.609,-0.656,-4.640,-0.264,-17.592,-22.514,-70.943,-2.763,-0.498,-22.217,-4.117,-0.340,2023.750
CJ2614,Jeju,Daejung,2024,1,-4.819,0.655,0.033,0.702,-0.009,-2.969,1.781,42.993,41.806,38.594,6.534,2.988,81.683,-3.029,-0.349,2024.000
CJ2614,Jeju,Daejung,2024,2,-2.209,0.627,-0.017,-0.229,0.164,-6.380,-0.604,7.158,0.166,-52.433,0.557,1.452,18.023,6.783,-0.320,2024.250
CJ2614,Jeju,Daejung,2024,3,8.212,-3.326,0.012,-0.719,-0.284,-2.326,-1.181,2.047,-1.470,0.298,-6.186,-3.843,-41.862,-4.787,-0.214,2024.500
CJ2614,Jeju,Daejung,2024,4,3.456,0.135,-0.061,0.489,0.347,-5.238,-1.269,-30.952,-37.458,-45.493,-5.253,-4.164,-132.687,5.089,0.693,2024.750
CJ2617,Jeju,Hallim,2014,1,-3.797,0.586,-0.027,0.861,-0.878,-3.226,-0.761,28.597,24.610,110.378,3.891,5.028,33.463,13.628,-0.102,2014.000
CJ2617,Jeju,Hallim,2014,2,-1.852,0.510,-0.019,0.035,-0.468,1.546,0.632,-11.683,-9.505,51.077,-0.317,-2.905,10.933,-6.177,-0.408,2014.250
CJ2617,Jeju,Hallim,2014,3,1.258,-0.223,0.026,-0.868,0.071,-2.810,-1.581,17.358,12.964,75.174,-1.532,-4.770,50.272,-9.585,0.000,2014.500
CJ2617,Jeju,Hallim,2014,4,-0.192,0.207,-0.044,-0.558,0.041,-2.310,2.719,14.158,14.564,39.774,-0.232,0.330,24.272,-3.185,-0.470,2014.750
CJ2617,Jeju,Hallim,2015,1,-4.622,0.440,0.041,0.725,-0.768,-2.754,-0.268,39.917,36.795,-41.423,3.883,-1.505,61.533,-2.577,-0.108,2015.000
CJ2617,Jeju,Hallim,2015,2,-2.740,-0.055,0.038,-0.389,-0.570,-2.983,-0.505,6.249,2.861,111.297,-1.734,-0.032,79.685,-8.275,0.716,2015.250
CJ2617,Jeju,Hallim,2015,3,5.613,-1.459,0.013,-0.764,-0.329,0.962,-1.688,-17.421,-18.152,-10.327,-5.239,-5.003,-45.658,-12.890,0.774,2015.500
CJ2617,Jeju,Hallim,2015,4,2.343,0.004,-0.002,-0.951,-0.229,0.818,0.126,-15.362,-14.421,134.776,-2.324,-3.538,-90.298,-11.581,-0.124,2015.750
CJ2617,Jeju,Hallim,2016,1,-5.777,0.881,0.133,1.186,-0.249,1.362,0.212,11.779,13.348,70.573,1.661,-4.003,-19.958,-10.490,-0.406,2016.000
CJ2617,Jeju,Hallim,2016,2,-1.448,0.339,0.108,0.433,0.042,1.230,0.052,-13.144,-11.959,-32.920,-4.794,-4.207,-19.576,-2.164,-0.221,2016.250
CJ2617,Jeju,Hallim,2016,3,0.598,-1.630,0.091,-0.095,-0.188,8.946,-1.768,-10.083,-2.905,48.977,-4.017,-0.005,16.033,-5.577,-0.088,2016.500
CJ2617,Jeju,Hallim,2016,4,1.622,0.069,0.048,0.673,-0.508,6.330,0.152,44.656,51.141,44.580,-0.494,-1.207,13.424,-7.364,0.419,2016.750
CJ2617,Jeju,Hallim,2017,1,-3.098,0.609,-0.062,1.523,-0.208,-3.170,-1.148,13.396,9.081,14.400,2.596,-0.137,28.264,-3.764,-0.441,2017.000
CJ2617,Jeju,Hallim,2017,2,-1.318,0.429,0.028,0.953,0.082,-5.850,1.672,-12.194,-16.379,-8.920,-1.584,-1.007,-30.256,-7.364,-0.171,2017.250
CJ2617,Jeju,Hallim,2017,3,1.112,-0.808,-0.187,-2.085,-0.198,-5.795,-0.784,41.725,35.153,-1.348,4.401,0.599,74.485,-3.405,-0.329,2017.500
CJ2617,Jeju,Hallim,2017,4,4.557,-0.165,-0.039,-0.431,1.222,-2.253,-0.931,-28.724,-31.893,-22.259,4.413,-0.104,-33.406,-7.409,-0.225,2017.750
CJ2617,Jeju,Hallim,2018,1,-3.952,0.523,0.136,0.797,0.242,4.632,0.976,15.977,21.586,-0.911,8.378,3.270,31.454,-5.918,-0.207,2018.000
CJ2617,Jeju,Hallim,2018,2,-0.988,0.389,0.128,0.663,-0.488,-3.660,-2.238,-38.124,-44.019,-67.040,-6.204,-0.847,-46.916,0.336,-0.101,2018.250
