stid,region,admin,variable,n,start_year,end_year,intercept,slope,p_value,r^2
CJ2614,Jeju,Daejung,DO_b_adj,44.000,2014.000,2024.000,3.516,-0.002,0.970,0.000
CJ2614,Jeju,Daejung,NH3-N_b_adj,44.000,2014.000,2024.000,-295.339,0.146,0.845,0.001
CJ2614,Jeju,Daejung,NO2-_b_adj,44.000,2014.000,2024.000,-13.138,0.007,0.917,0.000
CJ2614,Jeju,Daejung,NO3-_b_adj,44.000,2014.000,2024.000,2220.680,-1.100,0.297,0.026
CJ2614,Jeju,Daejung,SAS_b_adj,44.000,2014.000,2024.000,5322.096,-2.636,0.315,0.024
CJ2614,Jeju,Daejung,SS_b_adj,44.000,2014.000,2024.000,-2408.353,1.193,0.034,0.103
CJ2614,Jeju,Daejung,TN_b_adj,44.000,2014.000,2024.000,10817.694,-5.357,0.048,0.090
CJ2614,Jeju,Daejung,TP_b_adj,44.000,2014.000,2024.000,-160.701,0.080,0.643,0.005
CJ2614,Jeju,Daejung,pH_b_adj,44.000,2014.000,2024.000,7.072,-0.004,0.553,0.008
CJ2614,Jeju,Daejung,salinity_b_adj,44.000,2014.000,2024.000,66.078,-0.033,0.514,0.010
CJ2614,Jeju,Daejung,temp_b_adj,44.000,2014.000,2024.000,-462.663,0.229,0.210,0.037
CJ2617,Jeju,Hallim,COD_b_adj,44.000,2014.000,2024.000,-88.017,0.044,0.130,0.054
CJ2617,Jeju,Hallim,Chla_b_adj,44.000,2014.000,2024.000,21.377,-0.011,0.718,0.003
CJ2617,Jeju,Hallim,DIN_b_adj,44.000,2014.000,2024.000,696.152,-0.345,0.776,0.002
CJ2617,Jeju,Hallim,DIP_b_adj,44.000,2014.000,2024.000,-236.070,0.117,0.568,0.008
CJ2617,Jeju,Hallim,DO_b_adj,44.000,2014.000,2024.000,56.111,-0.028,0.571,0.008
CJ2617,Jeju,Hallim,NH3-N_b_adj,44.000,2014.000,2024.000,0.238,-0.000,1.000,0.000
CJ2617,Jeju,Hallim,NO2-_b_adj,44.000,2014.000,2024.000,-69.399,0.034,0.630,0.006
CJ2617,Jeju,Hallim,NO3-_b_adj,44.000,2014.000,2024.000,768.012,-0.380,0.742,0.003
CJ2617,Jeju,Hallim,SAS_b_adj,44.000,2014.000,2024.000,122.318,-0.061,0.981,0.000
CJ2617,Jeju,Hallim,SS_b_adj,44.000,2014.000,2024.000,-3182.564,1.576,0.012,0.142
CJ2617,Jeju,Hallim,TN_b_adj,44.000,2014.000,2024.000,17212.632,-8.524,0.000,0.302
CJ2617,Jeju,Hallim,TP_b_adj,44.000,2014.000,2024.000,-584.900,0.290,0.078,0.072
CJ2617,Jeju,Hallim,pH_b_adj,44.000,2014.000,2024.000,14.457,-0.007,0.410,0.016
CJ2617,Jeju,Hallim,salinity_b_adj,44.000,2014.000,2024.000,4.848,-0.002,0.948,0.000
CJ2617,Jeju,Hallim,temp_b_adj,44.000,2014.000,2024.000,-388.101,0.192,0.222,0.035
CK2401,South,Yeosu,COD_b_adj,44.000,2014.000,2024.000,-92.238,0.046,0.115,0.058
CK2401,South,Yeosu,Chla_b_adj,44.000,2014.000,2024.000,257.184,-0.127,0.084,0.070
CK2401,South,Yeosu,DIN_b_adj,44.000,2014.000,2024.000,-2075.541,1.028,0.661,0.005
CK2401,South,Yeosu,DIP_b_adj,44.000,2014.000,2024.000,-806.076,0.399,0.343,0.021
CK2401,South,Yeosu,DO_b_adj,44.000,2014.000,2024.000,-62.903,0.031,0.763,0.002
CK2401,South,Yeosu,NH3-N_b_adj,44.000,2014.000,2024.000,-2749.191,1.361,0.081,0.071
CK2401,South,Yeosu,NO2-_b_adj,44.000,2014.000,2024.000,1359.930,-0.673,0.254,0.031
CK2401,South,Yeosu,NO3-_b_adj,44.000,2014.000,2024.000,-684.645,0.339,0.848,0.001
CK2401,South,Yeosu,SAS_b_adj,44.000,2014.000,2024.000,-3976.946,1.969,0.893,0.000
CK2401,South,Yeosu,SS_b_adj,44.000,2014.000,2024.000,-1173.815,0.581,0.075,0.074
CK2401,South,Yeosu,TN_b_adj,44.000,2014.000,2024.000,22768.151,-11.275,0.003,0.195
CK2401,South,Yeosu,TP_b_adj,44.000,2014.000,2024.000,-764.991,0.379,0.465,0.013
CK2401,South,Yeosu,pH_b_adj,44.000,2014.000,2024.000,22.423,-0.011,0.175,0.043
CK2401,South,Yeosu,salinity_b_adj,44.000,2014.000,2024.000,32.620,-0.016,0.611,0.006
CK2401,South,Yeosu,temp_b_adj,44.000,2014.000,2024.000,-156.472,0.077,0.752,0.002
CK2402,South,Yeosu,COD_b_adj,44.000,2014.000,2024.000,-124.006,0.061,0.271,0.029
CK2402,South,Yeosu,Chla_b_adj,44.000,2014.000,2024.000,1168.033,-0.578,0.182,0.042
CK2402,South,Yeosu,DIN_b_adj,44.000,2014.000,2024.000,-3557.120,1.761,0.448,0.014
CK2402,South,Yeosu,DIP_b_adj,44.000,2014.000,2024.000,-735.218,0.364,0.370,0.019
CK2402,South,Yeosu,DO_b_adj,44.000,2014.000,2024.000,-80.350,0.040,0.618,0.006
CK2402,South,Yeosu,NH3-N_b_adj,44.000,2014.000,2024.000,-2884.823,1.429,0.246,0.032
CK2402,South,Yeosu,NO2-_b_adj,44.000,2014.000,2024.000,780.992,-0.387,0.496,0.011
CK2402,South,Yeosu,NO3-_b_adj,44.000,2014.000,2024.000,-1452.096,0.719,0.625,0.006
CK2402,South,Yeosu,SAS_b_adj,44.000,2014.000,2024.000,-10482.085,5.191,0.636,0.005
CK2402,South,Yeosu,SS_b_adj,44.000,2014.000,2024.000,-718.799,0.356,0.228,0.034
CK2402,South,Yeosu,TN_b_adj,44.000,2014.000,2024.000,17972.511,-8.900,0.014,0.135
CK2402,South,Yeosu,TP_b_adj,44.000,2014.000,2024.000,-1896.230,0.939,0.016,0.130
CK2402,South,Yeosu,pH_b_adj,44.000,2014.000,2024.000,22.790,-0.011,0.073,0.074
CK2402,South,Yeosu,salinity_b_adj,44.000,2014.000,2024.000,26.018,-0.013,0.748,0.002
CK2402,South,Yeosu,temp_b_adj,44.000,2014.000,2024.000,-194.954,0.097,0.718,0.003
CK2403,South,Yeosu,COD_b_adj,44.000,2014.000,2024.000,-128.994,0.064,0.065,0.079
CK2403,South,Yeosu,Chla_b_adj,44.000,2014.000,2024.000,-72.799,0.036,0.615,0.006
CK2403,South,Yeosu,DIN_b_adj,44.000,2014.000,2024.000,-3451.609,1.709,0.482,0.012
CK2403,South,Yeosu,DIP_b_adj,44.000,2014.000,2024.000,-968.087,0.479,0.186,0.041
CK2403,South,Yeosu,DO_b_adj,44.000,2014.000,2024.000,-9.379,0.005,0.956,0.000
CK2403,South,Yeosu,NH3-N_b_adj,44.000,2014.000,2024.000,873.890,-0.433,0.561,0.008
CK2403,South,Yeosu,NO2-_b_adj,44.000,2014.000,2024.000,845.228,-0.419,0.200,0.039
CK2403,South,Yeosu,NO3-_b_adj,44.000,2014.000,2024.000,-5161.646,2.556,0.238,0.033
CK2403,South,Yeosu,SAS_b_adj,44.000,2014.000,2024.000,2885.916,-1.429,0.860,0.001
CK2403,South,Yeosu,SS_b_adj,44.000,2014.000,2024.000,424.048,-0.210,0.354,0.020
CK2403,South,Yeosu,TN_b_adj,44.000,2014.000,2024.000,8122.209,-4.022,0.133,0.053
CK2403,South,Yeosu,TP_b_adj,44.000,2014.000,2024.000,-1195.593,0.592,0.072,0.075
CK2403,South,Yeosu,pH_b_adj,44.000,2014.000,2024.000,18.184,-0.009,0.127,0.054
CK2403,South,Yeosu,salinity_b_adj,44.000,2014.000,2024.000,-23.540,0.012,0.683,0.004
CK2403,South,Yeosu,temp_b_adj,44.000,2014.000,2024.000,65.953,-0.033,0.868,0.001
CK2404,South,Yeosu,COD_b_adj,44.000,2014.000,2024.000,-160.215,0.079,0.004,0.183
CK2404,South,Yeosu,Chla_b_adj,44.000,2014.000,2024.000,235.458,-0.117,0.139,0.051
CK2404,South,Yeosu,DIN_b_adj,44.000,2014.000,2024.000,-1723.884,0.854,0.694,0.004
CK2404,South,Yeosu,DIP_b_adj,44.000,2014.000,2024.000,-504.296,0.250,0.496,0.011
CK2404,South,Yeosu,DO_b_adj,44.000,2014.000,2024.000,36.491,-0.018,0.856,0.001
CK2404,South,Yeosu,NH3-N_b_adj,44.000,2014.000,2024.000,-1140.185,0.565,0.209,0.037
CK2404,South,Yeosu,NO2-_b_adj,44.000,2014.000,2024.000,1274.666,-0.631,0.120,0.057
CK2404,South,Yeosu,NO3-_b_adj,44.000,2014.000,2024.000,-1858.361,0.920,0.663,0.005
CK2404,South,Yeosu,SAS_b_adj,44.000,2014.000,2024.000,-3785.805,1.875,0.891,0.000
CK2404,South,Yeosu,SS_b_adj,44.000,2014.000,2024.000,807.953,-0.400,0.201,0.039
CK2404,South,Yeosu,TN_b_adj,44.000,2014.000,2024.000,11334.296,-5.613,0.037,0.099
CK2404,South,Yeosu,TP_b_adj,44.000,2014.000,2024.000,-567.277,0.281,0.449,0.014
CK2404,South,Yeosu,pH_b_adj,44.000,2014.000,2024.000,23.122,-0.011,0.129,0.054
CK2404,South,Yeosu,salinity_b_adj,44.000,2014.000,2024.000,31.493,-0.016,0.624,0.006
CK2404,South,Yeosu,temp_b_adj,44.000,2014.000,2024.000,-211.161,0.105,0.642,0.005
CK2406,South,Yeosu,COD_b_adj,44.000,2014.000,2024.000,-143.971,0.071,0.010,0.148
CK2406,South,Yeosu,Chla_b_adj,44.000,2014.000,2024.000,-132.801,0.066,0.337,0.022
CK2406,South,Yeosu,DIN_b_adj,44.000,2014.000,2024.000,-1876.876,0.929,0.626,0.006
CK2406,South,Yeosu,DIP_b_adj,44.000,2014.000,2024.000,36.354,-0.018,0.949,0.000
CK2406,South,Yeosu,DO_b_adj,44.000,2014.000,2024.000,239.120,-0.118,0.126,0.055
CK2406,South,Yeosu,NH3-N_b_adj,44.000,2014.000,2024.000,-250.005,0.124,0.674,0.004
CK2406,South,Yeosu,NO2-_b_adj,44.000,2014.000,2024.000,400.067,-0.198,0.599,0.007
CK2406,South,Yeosu,NO3-_b_adj,44.000,2014.000,2024.000,-2030.632,1.006,0.522,0.010
CK2406,South,Yeosu,SAS_b_adj,44.000,2014.000,2024.000,-5826.119,2.885,0.659,0.005
CK2406,South,Yeosu,SS_b_adj,44.000,2014.000,2024.000,-442.171,0.219,0.121,0.056
CK2406,South,Yeosu,TN_b_adj,44.000,2014.000,2024.000,7725.281,-3.826,0.096,0.065
CK2406,South,Yeosu,TP_b_adj,44.000,2014.000,2024.000,-340.120,0.168,0.630,0.006
CK2406,South,Yeosu,pH_b_adj,44.000,2014.000,2024.000,17.363,-0.009,0.079,0.072
CK2406,South,Yeosu,salinity_b_adj,44.000,2014.000,2024.000,20.000,-0.010,0.808,0.001
CK2406,South,Yeosu,temp_b_adj,44.000,2014.000,2024.000,-170.004,0.084,0.747,0.003
CK2409,South,Sacheon,COD_b_adj,44.000,2014.000,2024.000,-221.846,0.110,0.000,0.301
CK2409,South,Sacheon,Chla_b_adj,44.000,2014.000,2024.000,134.581,-0.067,0.179,0.043
CK2409,South,Sacheon,DIN_b_adj,44.000,2014.000,2024.000,-107.016,0.053,0.981,0.000
CK2409,South,Sacheon,DIP_b_adj,44.000,2014.000,2024.000,12.371,-0.006,0.985,0.000
CK2409,South,Sacheon,DO_b_adj,44.000,2014.000,2024.000,100.459,-0.050,0.588,0.007
CK2409,South,Sacheon,NH3-N_b_adj,44.000,2014.000,2024.000,-296.818,0.147,0.874,0.001
CK2409,South,Sacheon,NO2-_b_adj,44.000,2014.000,2024.000,1147.966,-0.568,0.264,0.030
CK2409,South,Sacheon,NO3-_b_adj,44.000,2014.000,2024.000,-962.567,0.477,0.703,0.004
CK2409,South,Sacheon,SAS_b_adj,44.000,2014.000,2024.000,-4860.605,2.407,0.803,0.002
CK2409,South,Sacheon,SS_b_adj,44.000,2014.000,2024.000,-151.913,0.075,0.829,0.001
CK2409,South,Sacheon,TN_b_adj,44.000,2014.000,2024.000,19259.344,-9.537,0.007,0.163
CK2409,South,Sacheon,TP_b_adj,44.000,2014.000,2024.000,16.535,-0.008,0.977,0.000
CK2409,South,Sacheon,pH_b_adj,44.000,2014.000,2024.000,21.765,-0.011,0.151,0.049
CK2409,South,Sacheon,salinity_b_adj,44.000,2014.000,2024.000,42.468,-0.021,0.541,0.009
CK2409,South,Sacheon,temp_b_adj,44.000,2014.000,2024.000,-281.710,0.140,0.619,0.006
CK2410,South,Sacheon,COD_b_adj,44.000,2014.000,2024.000,-149.962,0.074,0.009,0.151
CK2410,South,Sacheon,Chla_b_adj,44.000,2014.000,2024.000,156.639,-0.078,0.282,0.027
CK2410,South,Sacheon,DIN_b_adj,44.000,2014.000,2024.000,56.424,-0.028,0.988,0.000
CK2410,South,Sacheon,DIP_b_adj,44.000,2014.000,2024.000,-111.443,0.055,0.850,0.001
CK2410,South,Sacheon,DO_b_adj,44.000,2014.000,2024.000,173.835,-0.086,0.353,0.021
CK2410,South,Sacheon,NH3-N_b_adj,44.000,2014.000,2024.000,214.951,-0.106,0.869,0.001
CK2410,South,Sacheon,NO2-_b_adj,44.000,2014.000,2024.000,989.935,-0.490,0.279,0.028
CK2410,South,Sacheon,NO3-_b_adj,44.000,2014.000,2024.000,-1140.193,0.565,0.601,0.007
CK2410,South,Sacheon,SAS_b_adj,44.000,2014.000,2024.000,-11847.050,5.867,0.507,0.011
CK2410,South,Sacheon,SS_b_adj,44.000,2014.000,2024.000,-372.309,0.184,0.467,0.013
CK2410,South,Sacheon,TN_b_adj,44.000,2014.000,2024.000,21103.892,-10.451,0.001,0.220
CK2410,South,Sacheon,TP_b_adj,44.000,2014.000,2024.000,205.568,-0.102,0.852,0.001
CK2410,South,Sacheon,pH_b_adj,44.000,2014.000,2024.000,24.489,-0.012,0.095,0.065
CK2410,South,Sacheon,salinity_b_adj,44.000,2014.000,2024.000,16.281,-0.008,0.812,0.001
CK2410,South,Sacheon,temp_b_adj,44.000,2014.000,2024.000,-367.630,0.182,0.503,0.011
CK2411,South,Sacheon,COD_b_adj,44.000,2014.000,2024.000,-147.143,0.073,0.008,0.154
CK2411,South,Sacheon,Chla_b_adj,44.000,2014.000,2024.000,46.352,-0.023,0.713,0.003
CK2411,South,Sacheon,DIN_b_adj,44.000,2014.000,2024.000,-352.701,0.175,0.927,0.000
CK2411,South,Sacheon,DIP_b_adj,44.000,2014.000,2024.000,-85.421,0.042,0.891,0.000
CK2411,South,Sacheon,DO_b_adj,44.000,2014.000,2024.000,102.846,-0.051,0.580,0.007
CK2411,South,Sacheon,NH3-N_b_adj,44.000,2014.000,2024.000,-141.508,0.070,0.917,0.000
CK2411,South,Sacheon,NO2-_b_adj,44.000,2014.000,2024.000,912.232,-0.452,0.306,0.025
CK2411,South,Sacheon,NO3-_b_adj,44.000,2014.000,2024.000,-1125.137,0.557,0.617,0.006
CK2411,South,Sacheon,SAS_b_adj,44.000,2014.000,2024.000,-12493.364,6.187,0.510,0.010
CK2411,South,Sacheon,SS_b_adj,44.000,2014.000,2024.000,15.057,-0.007,0.984,0.000
CK2411,South,Sacheon,TN_b_adj,44.000,2014.000,2024.000,9801.804,-4.854,0.185,0.041
CK2411,South,Sacheon,TP_b_adj,44.000,2014.000,2024.000,-954.847,0.473,0.286,0.027
CK2411,South,Sacheon,pH_b_adj,44.000,2014.000,2024.000,26.409,-0.013,0.085,0.069
CK2411,South,Sacheon,salinity_b_adj,44.000,2014.000,2024.000,65.094,-0.032,0.322,0.023
CK2411,South,Sacheon,temp_b_adj,44.000,2014.000,2024.000,-399.900,0.198,0.478,0.012
CK2412,South,Gosung,COD_b_adj,44.000,2014.000,2024.000,-166.217,0.082,0.002,0.206
CK2412,South,Gosung,Chla_b_adj,44.000,2014.000,2024.000,-14.588,0.007,0.932,0.000
CK2412,South,Gosung,DIN_b_adj,44.000,2014.000,2024.000,-700.296,0.347,0.879,0.001
CK2412,South,Gosung,DIP_b_adj,44.000,2014.000,2024.000,-712.663,0.353,0.382,0.018
CK2412,South,Gosung,DO_b_adj,44.000,2014.000,2024.000,103.817,-0.051,0.519,0.010
CK2412,South,Gosung,NH3-N_b_adj,44.000,2014.000,2024.000,463.322,-0.229,0.845,0.001
CK2412,South,Gosung,NO2-_b_adj,44.000,2014.000,2024.000,-271.803,0.135,0.553,0.008
CK2412,South,Gosung,NO3-_b_adj,44.000,2014.000,2024.000,-893.467,0.442,0.727,0.003
CK2412,South,Gosung,SAS_b_adj,44.000,2014.000,2024.000,-45392.928,22.479,0.081,0.071
CK2412,South,Gosung,SS_b_adj,44.000,2014.000,2024.000,1272.129,-0.630,0.040,0.097
CK2412,South,Gosung,TN_b_adj,44.000,2014.000,2024.000,10523.020,-5.211,0.219,0.036
CK2412,South,Gosung,TP_b_adj,44.000,2014.000,2024.000,-1091.455,0.540,0.259,0.030
CK2412,South,Gosung,pH_b_adj,44.000,2014.000,2024.000,35.152,-0.017,0.045,0.092
CK2412,South,Gosung,salinity_b_adj,44.000,2014.000,2024.000,62.529,-0.031,0.545,0.009
CK2412,South,Gosung,temp_b_adj,44.000,2014.000,2024.000,-364.684,0.181,0.582,0.007
CK2413,South,Gosung,COD_b_adj,44.000,2014.000,2024.000,-123.019,0.061,0.034,0.103
CK2413,South,Gosung,Chla_b_adj,44.000,2014.000,2024.000,-54.098,0.027,0.545,0.009
CK2413,South,Gosung,DIN_b_adj,44.000,2014.000,2024.000,5527.752,-2.737,0.179,0.043
CK2413,South,Gosung,DIP_b_adj,44.000,2014.000,2024.000,252.628,-0.125,0.685,0.004
CK2413,South,Gosung,DO_b_adj,44.000,2014.000,2024.000,71.614,-0.035,0.680,0.004
CK2413,South,Gosung,NH3-N_b_adj,44.000,2014.000,2024.000,1178.616,-0.584,0.518,0.010
CK2413,South,Gosung,NO2-_b_adj,44.000,2014.000,2024.000,1474.806,-0.730,0.074,0.074
CK2413,South,Gosung,NO3-_b_adj,44.000,2014.000,2024.000,2873.742,-1.423,0.229,0.034
CK2413,South,Gosung,SAS_b_adj,44.000,2014.000,2024.000,2703.147,-1.339,0.898,0.000
CK2413,South,Gosung,SS_b_adj,44.000,2014.000,2024.000,207.989,-0.103,0.710,0.003
CK2413,South,Gosung,TN_b_adj,44.000,2014.000,2024.000,20397.780,-10.101,0.002,0.211
CK2413,South,Gosung,TP_b_adj,44.000,2014.000,2024.000,262.057,-0.130,0.674,0.004
CK2413,South,Gosung,pH_b_adj,44.000,2014.000,2024.000,25.304,-0.013,0.152,0.048
CK2413,South,Gosung,salinity_b_adj,44.000,2014.000,2024.000,-13.778,0.007,0.865,0.001
CK2413,South,Gosung,temp_b_adj,44.000,2014.000,2024.000,-408.981,0.203,0.520,0.010
CK2414,South,Gosung,COD_b_adj,44.000,2014.000,2024.000,-116.238,0.058,0.035,0.102
CK2414,South,Gosung,Chla_b_adj,44.000,2014.000,2024.000,11.821,-0.006,0.890,0.000
CK2414,South,Gosung,DIN_b_adj,44.000,2014.000,2024.000,3105.518,-1.538,0.490,0.011
CK2414,South,Gosung,DIP_b_adj,44.000,2014.000,2024.000,42.049,-0.021,0.941,0.000
CK2414,South,Gosung,DO_b_adj,44.000,2014.000,2024.000,-24.136,0.012,0.895,0.000
CK2414,South,Gosung,NH3-N_b_adj,44.000,2014.000,2024.000,257.735,-0.128,0.907,0.000
CK2414,South,Gosung,NO2-_b_adj,44.000,2014.000,2024.000,1572.079,-0.778,0.134,0.053
CK2414,South,Gosung,NO3-_b_adj,44.000,2014.000,2024.000,1277.339,-0.633,0.588,0.007
CK2414,South,Gosung,SAS_b_adj,44.000,2014.000,2024.000,5110.531,-2.531,0.812,0.001
CK2414,South,Gosung,SS_b_adj,44.000,2014.000,2024.000,225.027,-0.111,0.703,0.003
CK2414,South,Gosung,TN_b_adj,44.000,2014.000,2024.000,18915.827,-9.367,0.004,0.182
CK2414,South,Gosung,TP_b_adj,44.000,2014.000,2024.000,101.697,-0.050,0.837,0.001
CK2414,South,Gosung,pH_b_adj,44.000,2014.000,2024.000,19.918,-0.010,0.152,0.048
CK2414,South,Gosung,salinity_b_adj,44.000,2014.000,2024.000,26.612,-0.013,0.701,0.004
CK2414,South,Gosung,temp_b_adj,44.000,2014.000,2024.000,-249.264,0.123,0.649,0.005
CK2415,South,Tongyoung,COD_b_adj,44.000,2014.000,2024.000,-100.927,0.050,0.044,0.093
CK2415,South,Tongyoung,Chla_b_adj,44.000,2014.000,2024.000,233.613,-0.116,0.104,0.062
CK2415,South,Tongyoung,DIN_b_adj,44.000,2014.000,2024.000,-5868.035,2.906,0.172,0.044
CK2415,South,Tongyoung,DIP_b_adj,44.000,2014.000,2024.000,-1224.092,0.606,0.075,0.073
CK2415,South,Tongyoung,DO_b_adj,44.000,2014.000,2024.000,83.392,-0.041,0.672,0.004
CK2415,South,Tongyoung,NH3-N_b_adj,44.000,2014.000,2024.000,-725.291,0.359,0.510,0.010
CK2415,South,Tongyoung,NO2-_b_adj,44.000,2014.000,2024.000,683.447,-0.338,0.282,0.027
CK2415,South,Tongyoung,NO3-_b_adj,44.000,2014.000,2024.000,-5828.410,2.886,0.166,0.045
CK2415,South,Tongyoung,SAS_b_adj,44.000,2014.000,2024.000,-20000.877,9.904,0.359,0.020
CK2415,South,Tongyoung,SS_b_adj,44.000,2014.000,2024.000,-511.343,0.253,0.566,0.008
CK2415,South,Tongyoung,TN_b_adj,44.000,2014.000,2024.000,16703.181,-8.271,0.005,0.177
CK2415,South,Tongyoung,TP_b_adj,44.000,2014.000,2024.000,-43.453,0.022,0.947,0.000
CK2415,South,Tongyoung,pH_b_adj,44.000,2014.000,2024.000,24.202,-0.012,0.218,0.036
CK2415,South,Tongyoung,salinity_b_adj,44.000,2014.000,2024.000,10.457,-0.005,0.836,0.001
CK2415,South,Tongyoung,temp_b_adj,44.000,2014.000,2024.000,-274.297,0.136,0.521,0.010
CK2416,South,Tongyoung,COD_b_adj,44.000,2014.000,2024.000,-129.974,0.064,0.127,0.054
CK2416,South,Tongyoung,Chla_b_adj,44.000,2014.000,2024.000,37.370,-0.019,0.751,0.002
CK2416,South,Tongyoung,DIN_b_adj,44.000,2014.000,2024.000,73.361,-0.036,0.987,0.000
CK2416,South,Tongyoung,DIP_b_adj,44.000,2014.000,2024.000,-258.352,0.128,0.693,0.004
CK2416,South,Tongyoung,DO_b_adj,44.000,2014.000,2024.000,7.943,-0.004,0.966,0.000
CK2416,South,Tongyoung,NH3-N_b_adj,44.000,2014.000,2024.000,535.080,-0.265,0.642,0.005
CK2416,South,Tongyoung,NO2-_b_adj,44.000,2014.000,2024.000,1285.659,-0.637,0.185,0.041
CK2416,South,Tongyoung,NO3-_b_adj,44.000,2014.000,2024.000,-1753.388,0.868,0.632,0.006
CK2416,South,Tongyoung,SAS_b_adj,44.000,2014.000,2024.000,16247.285,-8.046,0.431,0.015
CK2416,South,Tongyoung,SS_b_adj,44.000,2014.000,2024.000,206.690,-0.102,0.667,0.004
CK2416,South,Tongyoung,TN_b_adj,44.000,2014.000,2024.000,17748.792,-8.789,0.008,0.155
CK2416,South,Tongyoung,TP_b_adj,44.000,2014.000,2024.000,231.203,-0.114,0.719,0.003
CK2416,South,Tongyoung,pH_b_adj,44.000,2014.000,2024.000,15.242,-0.008,0.290,0.027
CK2416,South,Tongyoung,salinity_b_adj,44.000,2014.000,2024.000,17.388,-0.009,0.799,0.002
CK2416,South,Tongyoung,temp_b_adj,44.000,2014.000,2024.000,-219.150,0.109,0.627,0.006
CK2418,South,Tongyoung,COD_b_adj,44.000,2014.000,2024.000,-137.194,0.068,0.019,0.123
CK2418,South,Tongyoung,Chla_b_adj,44.000,2014.000,2024.000,96.410,-0.048,0.200,0.039
CK2418,South,Tongyoung,DIN_b_adj,44.000,2014.000,2024.000,-1654.949,0.820,0.699,0.004
CK2418,South,Tongyoung,DIP_b_adj,44.000,2014.000,2024.000,-549.528,0.272,0.407,0.016
CK2418,South,Tongyoung,DO_b_adj,44.000,2014.000,2024.000,72.900,-0.036,0.611,0.006
CK2418,South,Tongyoung,NH3-N_b_adj,44.000,2014.000,2024.000,-494.035,0.245,0.633,0.005
CK2418,South,Tongyoung,NO2-_b_adj,44.000,2014.000,2024.000,-6.231,0.003,0.991,0.000
CK2418,South,Tongyoung,NO3-_b_adj,44.000,2014.000,2024.000,-1159.281,0.574,0.774,0.002
CK2418,South,Tongyoung,SAS_b_adj,44.000,2014.000,2024.000,162.167,-0.080,0.991,0.000
CK2418,South,Tongyoung,SS_b_adj,44.000,2014.000,2024.000,-227.143,0.112,0.681,0.004
CK2418,South,Tongyoung,TN_b_adj,44.000,2014.000,2024.000,21130.761,-10.464,0.001,0.222
CK2418,South,Tongyoung,TP_b_adj,44.000,2014.000,2024.000,-153.168,0.076,0.814,0.001
CK2418,South,Tongyoung,pH_b_adj,44.000,2014.000,2024.000,19.709,-0.010,0.059,0.082
CK2418,South,Tongyoung,salinity_b_adj,44.000,2014.000,2024.000,58.617,-0.029,0.353,0.021
CK2418,South,Tongyoung,temp_b_adj,44.000,2014.000,2024.000,-327.645,0.162,0.370,0.019
CK2420,South,Tongyoung,COD_b_adj,44.000,2014.000,2024.000,-117.940,0.058,0.009,0.152
CK2420,South,Tongyoung,Chla_b_adj,44.000,2014.000,2024.000,-42.223,0.021,0.449,0.014
CK2420,South,Tongyoung,DIN_b_adj,44.000,2014.000,2024.000,-689.087,0.341,0.871,0.001
CK2420,South,Tongyoung,DIP_b_adj,44.000,2014.000,2024.000,-346.468,0.172,0.562,0.008
CK2420,South,Tongyoung,DO_b_adj,44.000,2014.000,2024.000,55.863,-0.028,0.709,0.003
CK2420,South,Tongyoung,NH3-N_b_adj,44.000,2014.000,2024.000,-1124.535,0.557,0.281,0.028
CK2420,South,Tongyoung,NO2-_b_adj,44.000,2014.000,2024.000,-58.847,0.029,0.910,0.000
CK2420,South,Tongyoung,NO3-_b_adj,44.000,2014.000,2024.000,490.562,-0.243,0.896,0.000
CK2420,South,Tongyoung,SAS_b_adj,44.000,2014.000,2024.000,-2567.277,1.271,0.864,0.001
CK2420,South,Tongyoung,SS_b_adj,44.000,2014.000,2024.000,-187.738,0.093,0.713,0.003
CK2420,South,Tongyoung,TN_b_adj,44.000,2014.000,2024.000,21173.150,-10.485,0.001,0.241
CK2420,South,Tongyoung,TP_b_adj,44.000,2014.000,2024.000,-81.480,0.040,0.881,0.001
CK2420,South,Tongyoung,pH_b_adj,44.000,2014.000,2024.000,17.308,-0.009,0.097,0.064
CK2420,South,Tongyoung,salinity_b_adj,44.000,2014.000,2024.000,54.277,-0.027,0.332,0.022
CK2420,South,Tongyoung,temp_b_adj,44.000,2014.000,2024.000,-431.808,0.214,0.222,0.035
CK2422,South,Tongyoung,COD_b_adj,44.000,2014.000,2024.000,-64.474,0.032,0.144,0.050
CK2422,South,Tongyoung,Chla_b_adj,44.000,2014.000,2024.000,323.279,-0.160,0.013,0.138
CK2422,South,Tongyoung,DIN_b_adj,44.000,2014.000,2024.000,-2504.448,1.240,0.666,0.004
CK2422,South,Tongyoung,DIP_b_adj,44.000,2014.000,2024.000,-430.534,0.213,0.593,0.007
CK2422,South,Tongyoung,DO_b_adj,44.000,2014.000,2024.000,26.179,-0.013,0.886,0.000
CK2422,South,Tongyoung,NH3-N_b_adj,44.000,2014.000,2024.000,-2415.811,1.196,0.343,0.021
CK2422,South,Tongyoung,NO2-_b_adj,44.000,2014.000,2024.000,424.507,-0.210,0.621,0.006
CK2422,South,Tongyoung,NO3-_b_adj,44.000,2014.000,2024.000,-517.175,0.256,0.898,0.000
CK2422,South,Tongyoung,SAS_b_adj,44.000,2014.000,2024.000,2926.034,-1.449,0.880,0.001
CK2422,South,Tongyoung,SS_b_adj,44.000,2014.000,2024.000,414.139,-0.205,0.532,0.009
