region,admin,variable,n_points,start_year,end_year,intercept,slope,p_value,r^2
West,Muan,DIN_b_adj,44.000,2014.000,2024.000,-3561.864,1.764,0.483,0.012
West,Muan,DIP_b_adj,44.000,2014.000,2024.000,-878.052,0.435,0.105,0.061
West,Muan,DO_b_adj,44.000,2014.000,2024.000,-55.266,0.027,0.737,0.003
West,Muan,NH3-N_b_adj,44.000,2014.000,2024.000,823.190,-0.408,0.375,0.019
West,Muan,NO2-_b_adj,44.000,2014.000,2024.000,-654.968,0.324,0.685,0.004
West,Muan,NO3-_b_adj,44.000,2014.000,2024.000,-4243.911,2.102,0.380,0.018
West,Muan,SAS_b_adj,44.000,2014.000,2024.000,-4245.677,2.102,0.708,0.003
West,Muan,SS_b_adj,44.000,2014.000,2024.000,-5587.843,2.767,0.167,0.045
West,Muan,TN_b_adj,44.000,2014.000,2024.000,25841.286,-12.797,0.006,0.168
West,Muan,TP_b_adj,44.000,2014.000,2024.000,2229.603,-1.104,0.090,0.067
West,Muan,pH_b_adj,44.000,2014.000,2024.000,-23.963,0.012,0.016,0.130
West,Muan,salinity_b_adj,44.000,2014.000,2024.000,131.457,-0.065,0.183,0.042
West,Muan,temp_b_adj,44.000,2014.000,2024.000,-41.326,0.020,0.957,0.000
West,Seosan,COD_b_adj,44.000,2014.000,2024.000,-108.528,0.054,0.006,0.166
West,Seosan,Chla_b_adj,44.000,2014.000,2024.000,-197.401,0.098,0.267,0.029
West,Seosan,DIN_b_adj,44.000,2014.000,2024.000,7354.468,-3.642,0.224,0.035
West,Seosan,DIP_b_adj,44.000,2014.000,2024.000,498.999,-0.247,0.574,0.008
West,Seosan,DO_b_adj,44.000,2014.000,2024.000,54.603,-0.027,0.682,0.004
West,Seosan,NH3-N_b_adj,44.000,2014.000,2024.000,-42.550,0.021,0.973,0.000
West,Seosan,NO2-_b_adj,44.000,2014.000,2024.000,916.950,-0.454,0.092,0.066
West,Seosan,NO3-_b_adj,44.000,2014.000,2024.000,6480.607,-3.209,0.290,0.027
West,Seosan,SAS_b_adj,44.000,2014.000,2024.000,6571.739,-3.254,0.631,0.006
West,Seosan,SS_b_adj,44.000,2014.000,2024.000,556.187,-0.275,0.737,0.003
West,Seosan,TN_b_adj,44.000,2014.000,2024.000,32041.648,-15.867,0.000,0.341
West,Seosan,TP_b_adj,44.000,2014.000,2024.000,2177.342,-1.078,0.026,0.112
West,Seosan,pH_b_adj,44.000,2014.000,2024.000,-0.305,0.000,0.973,0.000
West,Seosan,salinity_b_adj,44.000,2014.000,2024.000,135.246,-0.067,0.000,0.304
West,Seosan,temp_b_adj,44.000,2014.000,2024.000,-780.389,0.386,0.243,0.032
West,Shinan,COD_b_adj,44.000,2014.000,2024.000,-150.480,0.075,0.002,0.205
West,Shinan,Chla_b_adj,44.000,2014.000,2024.000,-47.599,0.024,0.759,0.002
West,Shinan,DIN_b_adj,44.000,2014.000,2024.000,-3701.573,1.833,0.577,0.007
West,Shinan,DIP_b_adj,44.000,2014.000,2024.000,-699.786,0.347,0.274,0.028
West,Shinan,DO_b_adj,44.000,2014.000,2024.000,56.064,-0.028,0.689,0.004
West,Shinan,NH3-N_b_adj,44.000,2014.000,2024.000,-961.425,0.476,0.181,0.042
West,Shinan,NO2-_b_adj,44.000,2014.000,2024.000,8.687,-0.004,0.990,0.000
West,Shinan,NO3-_b_adj,44.000,2014.000,2024.000,-2749.677,1.362,0.660,0.005
West,Shinan,SAS_b_adj,44.000,2014.000,2024.000,-2161.315,1.070,0.869,0.001
West,Shinan,SS_b_adj,44.000,2014.000,2024.000,-5073.650,2.512,0.104,0.062
West,Shinan,TN_b_adj,44.000,2014.000,2024.000,8141.174,-4.032,0.259,0.030
West,Shinan,TP_b_adj,44.000,2014.000,2024.000,-1349.673,0.668,0.377,0.019
West,Shinan,pH_b_adj,44.000,2014.000,2024.000,1.173,-0.001,0.897,0.000
West,Shinan,salinity_b_adj,44.000,2014.000,2024.000,152.580,-0.076,0.077,0.073
West,Shinan,temp_b_adj,44.000,2014.000,2024.000,-405.818,0.201,0.547,0.009
West,Taean,COD_b_adj,44.000,2014.000,2024.000,-79.505,0.039,0.083,0.070
West,Taean,Chla_b_adj,44.000,2014.000,2024.000,-320.301,0.159,0.128,0.054
West,Taean,DIN_b_adj,44.000,2014.000,2024.000,2537.711,-1.257,0.633,0.005
West,Taean,DIP_b_adj,44.000,2014.000,2024.000,620.665,-0.307,0.408,0.016
West,Taean,DO_b_adj,44.000,2014.000,2024.000,-10.661,0.005,0.944,0.000
West,Taean,NH3-N_b_adj,44.000,2014.000,2024.000,300.910,-0.149,0.770,0.002
West,Taean,NO2-_b_adj,44.000,2014.000,2024.000,290.313,-0.144,0.389,0.018
West,Taean,NO3-_b_adj,44.000,2014.000,2024.000,2263.517,-1.121,0.676,0.004
West,Taean,SAS_b_adj,44.000,2014.000,2024.000,-5279.898,2.615,0.712,0.003
West,Taean,SS_b_adj,44.000,2014.000,2024.000,-673.826,0.334,0.466,0.013
West,Taean,TN_b_adj,44.000,2014.000,2024.000,22674.527,-11.228,0.000,0.287
West,Taean,TP_b_adj,44.000,2014.000,2024.000,575.327,-0.285,0.469,0.013
West,Taean,pH_b_adj,44.000,2014.000,2024.000,7.445,-0.004,0.454,0.013
West,Taean,salinity_b_adj,44.000,2014.000,2024.000,111.988,-0.055,0.008,0.157
West,Taean,temp_b_adj,44.000,2014.000,2024.000,-401.019,0.199,0.544,0.009
West,Wando,COD_b_adj,44.000,2014.000,2024.000,-203.518,0.101,0.000,0.365
West,Wando,Chla_b_adj,44.000,2014.000,2024.000,130.334,-0.065,0.036,0.101
West,Wando,DIN_b_adj,44.000,2014.000,2024.000,-6386.849,3.163,0.103,0.062
West,Wando,DIP_b_adj,44.000,2014.000,2024.000,-984.306,0.487,0.097,0.064
West,Wando,DO_b_adj,44.000,2014.000,2024.000,-126.866,0.063,0.279,0.028
West,Wando,NH3-N_b_adj,44.000,2014.000,2024.000,-1705.605,0.845,0.094,0.065
West,Wando,NO2-_b_adj,44.000,2014.000,2024.000,-9.698,0.005,0.985,0.000
West,Wando,NO3-_b_adj,44.000,2014.000,2024.000,-5670.815,2.808,0.107,0.061
West,Wando,SAS_b_adj,44.000,2014.000,2024.000,-10620.723,5.259,0.262,0.030
West,Wando,SS_b_adj,44.000,2014.000,2024.000,2804.194,-1.389,0.150,0.049
West,Wando,TN_b_adj,44.000,2014.000,2024.000,13372.238,-6.622,0.005,0.174
West,Wando,TP_b_adj,44.000,2014.000,2024.000,-601.294,0.298,0.648,0.005
West,Wando,pH_b_adj,44.000,2014.000,2024.000,-7.700,0.004,0.404,0.017
West,Wando,salinity_b_adj,44.000,2014.000,2024.000,57.157,-0.028,0.407,0.016
West,Wando,temp_b_adj,44.000,2014.000,2024.000,-359.721,0.178,0.480,0.012
