region,admin,env_variable,start_year,end_year,env_slope,env_p_value,trend,significance,n_year,cor_ts,lm_p_value,CB3_env_corr_summary,cb_slope,cb_p_value,cb_r^2,CB3_trend_summary
South,Gosung,NO2-_b_adj,2015.000,2024.000,-0.695,0.099,decreasing,marginal,5.000,-0.547,0.340,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,NO3-_b_adj,2015.000,2024.000,-1.173,0.281,decreasing,not_significant,5.000,-0.327,0.591,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,SAS_b_adj,2015.000,2024.000,21.876,0.086,increasing,marginal,5.000,0.889,0.044,positive (significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,SS_b_adj,2015.000,2024.000,-0.596,0.043,decreasing,significant,5.000,-0.314,0.607,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,TN_b_adj,2015.000,2024.000,-9.383,0.003,decreasing,significant,5.000,-0.240,0.698,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,TP_b_adj,2015.000,2024.000,0.443,0.309,increasing,not_significant,5.000,0.391,0.515,positive (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,pH_b_adj,2015.000,2024.000,-0.014,0.067,decreasing,marginal,5.000,-0.786,0.115,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,salinity_b_adj,2015.000,2024.000,-0.024,0.590,decreasing,not_significant,5.000,-0.625,0.260,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,temp_b_adj,2015.000,2024.000,0.178,0.560,increasing,not_significant,5.000,-0.328,0.590,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Tongyoung,COD_b_adj,2015.000,2024.000,0.053,0.005,increasing,significant,5.000,-0.701,0.187,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,Chla_b_adj,2015.000,2024.000,-0.115,0.013,decreasing,significant,5.000,0.871,0.055,positive (marginal),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,DIN_b_adj,2015.000,2024.000,2.450,0.199,increasing,not_significant,5.000,0.436,0.464,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,DIP_b_adj,2015.000,2024.000,0.454,0.086,increasing,marginal,5.000,-0.320,0.599,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,DO_b_adj,2015.000,2024.000,-0.078,0.341,decreasing,not_significant,5.000,0.345,0.569,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,NH3-N_b_adj,2015.000,2024.000,0.633,0.337,increasing,not_significant,5.000,0.843,0.073,positive (marginal),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,NO2-_b_adj,2015.000,2024.000,-0.460,0.227,decreasing,not_significant,5.000,0.386,0.521,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,NO3-_b_adj,2015.000,2024.000,2.231,0.176,increasing,not_significant,5.000,0.375,0.534,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,SAS_b_adj,2015.000,2024.000,2.248,0.798,increasing,not_significant,5.000,0.432,0.467,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,SS_b_adj,2015.000,2024.000,-0.320,0.114,decreasing,not_significant,5.000,0.679,0.208,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,TN_b_adj,2015.000,2024.000,-9.632,0.002,decreasing,significant,5.000,0.971,0.006,positive (significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,TP_b_adj,2015.000,2024.000,-0.345,0.264,decreasing,not_significant,5.000,0.157,0.801,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,pH_b_adj,2015.000,2024.000,-0.013,0.044,decreasing,significant,5.000,-0.019,0.976,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,salinity_b_adj,2015.000,2024.000,-0.025,0.392,decreasing,not_significant,5.000,-0.772,0.126,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,temp_b_adj,2015.000,2024.000,0.179,0.363,increasing,not_significant,5.000,-0.424,0.477,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Yeosu,COD_b_adj,2018.000,2024.000,0.070,0.004,increasing,significant,4.000,-0.225,0.775,negative (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,Chla_b_adj,2018.000,2024.000,-0.196,0.064,decreasing,marginal,4.000,0.908,0.092,positive (marginal),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,DIN_b_adj,2018.000,2024.000,1.456,0.434,increasing,not_significant,4.000,0.282,0.718,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,DIP_b_adj,2018.000,2024.000,0.409,0.243,increasing,not_significant,4.000,0.592,0.408,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,DO_b_adj,2018.000,2024.000,-0.097,0.193,decreasing,not_significant,4.000,-0.101,0.899,negative (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,NH3-N_b_adj,2018.000,2024.000,1.051,0.094,increasing,marginal,4.000,0.348,0.652,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,NO2-_b_adj,2018.000,2024.000,-0.544,0.162,decreasing,not_significant,4.000,0.891,0.109,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,NO3-_b_adj,2018.000,2024.000,1.903,0.257,increasing,not_significant,4.000,0.382,0.618,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,SAS_b_adj,2018.000,2024.000,3.592,0.661,increasing,not_significant,4.000,0.365,0.635,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,SS_b_adj,2018.000,2024.000,0.213,0.299,increasing,not_significant,4.000,0.294,0.706,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,TN_b_adj,2018.000,2024.000,-8.076,0.004,decreasing,significant,4.000,0.299,0.701,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,TP_b_adj,2018.000,2024.000,0.743,0.023,increasing,significant,4.000,0.886,0.114,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,pH_b_adj,2018.000,2024.000,-0.010,0.072,decreasing,marginal,4.000,-0.695,0.305,negative (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,salinity_b_adj,2018.000,2024.000,-0.010,0.761,decreasing,not_significant,4.000,-0.570,0.430,negative (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,temp_b_adj,2018.000,2024.000,0.088,0.714,increasing,not_significant,4.000,-0.217,0.783,negative (not_significant),0.084,0.144,0.732,increasing (not_significant)
